0.0,-480.0
55.369529166666666,-474.22
58.19811666666667,-468.44
60.9857625,-462.66
63.73246666666667,-456.88
66.43822916666667,-451.1
69.10305,-445.32
71.72692916666666,-439.54
74.30986666666666,-433.76
76.85186249999998,-427.98
79.35291666666667,-422.2
81.81302916666665,-416.42
84.2322,-410.64
86.61042916666666,-404.86
88.94771666666668,-399.08
91.2440625,-387.29999999999995
93.49946666666668,-354.33249999999987
95.71392916666667,-324.56352941176465
97.88745000000002,-297.45999999999987
100.02002916666667,-272.60105263157885
102.11166666666666,-249.64999999999992
104.16236250000001,-228.33428571428558
106.17211666666668,-208.43090909090895
108.14092916666668,-189.75565217391295
110.06880000000001,-172.15499999999986
111.95572916666669,-155.49999999999983
113.80171666666668,-139.6815384615383
115.60676250000002,-124.60666666666651
117.3708666666667,-110.19571428571415
119.0940291666667,-96.3799999999998
120.77625000000003,-83.0999999999998
122.4175291666667,-70.30387096774173
124.01786666666669,-57.94624999999979
125.57726250000003,-45.98727272727253
127.09571666666669,-34.391764705882174
128.5732291666667,-23.128571428571245
130.0098,-8.16999999999968
131.4054291666667,10.346486486486858
132.7601166666667,28.192631578947708
134.07386250000002,45.42000000000035
135.34666666666666,62.07500000000026
136.57852916666667,78.19951219512217
137.76945000000003,93.83142857142873
138.91942916666667,109.00511627906988
140.02846666666665,123.75181818181821
141.0965625,138.09999999999997
142.12371666666667,152.07565217391303
143.10992916666666,165.70255319148924
144.05519999999999,179.00249999999988
144.95952916666664,191.99551020408143
145.82291666666666,204.69999999999976
146.64536249999998,217.13294117647035
147.42686666666665,229.30999999999975
148.16742916666664,241.24566037735815
148.86704999999998,252.95333333333298
149.52572916666665,264.4454545454542
150.14346666666665,275.73357142857094
148.97026250000008,292.82842105263086
147.31861666666674,311.2399999999992
145.7001817090396,329.2233898305076
144.11125000000007,346.79999999999905
142.54835703551922,363.98983606557283
141.00826182795709,380.8116129032248
139.48792916666676,397.282857142856
137.98451354166676,413.4199999999989
136.49534455128216,429.2384615384604
135.01791363636374,444.75272727272613
133.54986200248769,459.9764179104465
132.08896960784327,474.9223529411753
130.63314510869577,489.6026086956509
129.18041666666682,504.02857142857016
127.728923532864,518.2109859154916
126.27690833333348,532.1599999999987
124.82270998858462,545.8852054794506
123.36475720720738,559.3956756756744
121.90156250000015,572.6999999999986
120.43171666666683,585.8063157894724
118.95388371212138,598.7223376623361
117.46679615384633,611.4553846153831
115.96925068565419,624.0124050632895
114.46010416666684,636.3999999999984
112.9382699074076,648.1799999999986
111.40271422764249,659.264878048779
109.85245326305242,670.2219277108419
108.2865500000002,681.0557142857128
106.70411151960806,691.7705882352926
105.10428643410876,702.3706976744171
103.48626250000025,712.8599999999984
101.84926439393963,723.242272727271
100.19255163857706,733.5211235955039
98.51541666666694,743.6999999999983
96.8171830128208,753.7821978021962
95.0972036231887,763.7708695652157
93.35485927419384,773.6690322580628
91.58955709219889,783.4795744680833
89.80072916666698,793.205263157893
87.98783125000034,802.8487499999983
86.15034153780104,812.4125773195857
84.28775952380988,821.8991836734677
82.3996049242428,831.3109090909073
80.48541666666705,840.6499999999983
78.54475193894429,849.9186138613843
76.57718529411807,859.11882352941
74.58230780744377,868.2526213592214
72.55972628205173,877.3219230769213
70.50906250000044,886.3285714285695
68.42995251572371,895.2743396226396
66.32204598909705,904.1609345794374
64.18500555555605,912.9899999999978
62.01850623088733,921.7631192660531
59.82223484848536,930.481818181816
57.59588952702757,939.1475675675655
55.33917916666719,947.7617857142836
53.05182297197696,956.3258407079625
50.73355000000059,964.8410526315768
48.384098731884635,973.308695652172
46.00321666666728,981.7299999999977
43.59065993589808,990.1061538461516
41.14619293785374,998.4383050847435
38.66958799019675,1006.7275630252079
36.16062500000066,1014.9749999999979
33.61909115013844,1023.1816528925598
0.0,1296.0
